TargetID	MF1	MF1-2	MF3	MF3-2	MF6	MF6-2	A1	B1	C1	D1	E1
ALDH9A1	393.9	350.0	425.5	374.3	506.3	549.0	1008.7	577.6	824.0	883.9	709.2
ALDOA	193.0	197.0	136.1	126.1	215.4	290.2	78.6	309.2	111.0	152.4	296.8
ALDOC	73.1	87.3	99.2	107.4	82.6	45.6	70.9	72.4	77.6	103.7	54.1
ALG10B	8.0	5.7	8.0	6.0	3.5	8.1	18.1	7.8	7.9	12.2	6.7
ALG11	10.8	16.8	7.8	8.1	6.2	13.7	8.3	18.3	10.6	13.7	16.1
ALG12	5.3	2.2	10.4	7.8	14.2	5.9	10.7	10.8	10.1	6.4	5.6
ALG13	61.8	54.9	44.6	56.8	60.7	82.1	40.8	46.1	43.1	53.3	52.1
ALG14	3.4	5.1	9.5	12.5	11.8	19.7	10.1	16.6	2.4	15.4	11.3
ALG2	1.2	2.1	2.3	8.1	4.4	3.7	6.0	0.0	4.4	2.0	9.4
ALG3	38.8	42.0	45.6	35.4	57.4	34.8	65.8	41.3	54.2	55.1	34.7
ALG5	174.9	157.4	185.5	188.5	194.5	188.8	210.2	141.6	166.0	157.5	163.3
ALG6	66.6	64.1	91.9	110.5	76.2	85.6	142.8	92.5	104.6	99.2	84.0
ALG8	41.8	40.0	37.9	44.8	49.9	46.8	103.6	49.1	83.4	57.7	64.9
ALG9	93.3	77.9	45.1	62.7	46.6	51.1	67.1	56.9	51.2	60.2	48.6
ALKBH1	11.0	11.6	13.4	11.1	6.3	11.5	14.7	11.4	9.5	12.6	8.4
ALKBH2	30.2	25.8	32.2	39.6	28.5	28.9	29.5	29.6	24.6	29.7	32.6
ALKBH3	53.1	51.4	55.3	61.5	67.4	61.1	42.1	41.4	36.2	59.4	55.0
ALKBH5	855.8	726.7	909.7	798.9	921.7	757.1	932.7	648.1	774.6	749.1	563.1
ALKBH6	74.3	54.1	67.2	75.8	71.9	40.4	55.7	34.1	49.1	97.5	43.6
ALKBH7	43.1	55.9	56.7	48.3	88.8	69.4	17.8	62.4	20.2	49.9	67.4
ALMS1	8.5	1.9	14.3	8.3	6.7	7.9	7.0	9.3	3.6	10.1	10.3
ALOX12	7.6	8.1	2.0	0.0	62.0	54.4	44.3	1.6	46.4	4.3	5.8
ALOX15B	0.8	3.4	3.4	0.6	3.7	2.9	9.9	5.2	6.5	2.8	3.6
ALOX5	161.9	151.9	200.8	211.0	252.0	224.5	441.3	450.0	327.3	396.2	148.9
ALOX5AP	362.7	405.5	705.7	747.2	1233.2	990.6	1682.3	1249.8	1445.5	1566.6	1118.1
ALPI	0.2	12.9	0.8	2.8	1.6	2.3	0.5	17.0	1.7	2.9	7.7
ALPK1	27.1	36.1	36.2	22.3	56.7	52.8	28.1	45.1	29.3	28.2	15.1
ALPL	18.0	11.1	3.2	5.1	0.2	5.3	4.6	7.1	5.1	4.3	0.0
ALPP	1214.8	1116.2	473.5	480.9	673.8	356.8	900.3	1295.5	1036.1	1123.6	794.5
ALS2	65.9	61.0	27.2	20.2	35.1	33.3	81.7	36.6	51.3	40.7	37.4
ALS2CR14	69.5	57.8	33.7	42.0	49.5	24.5	43.6	57.8	65.4	41.6	25.0
ALS2CR4	24.7	25.1	14.7	24.1	24.1	44.4	50.1	29.4	26.2	29.6	33.0
ALX1	141.1	141.9	9.4	4.1	7.8	5.7	5.3	10.3	2.5	8.8	2.9
AMAC1L3	27.7	41.5	35.2	30.8	12.9	9.3	4.2	21.1	14.4	9.4	7.0
AMACR	0.2	3.3	3.7	5.8	2.6	2.4	4.1	7.5	1.8	7.3	7.2
AMBRA1	19.5	20.1	0.0	9.1	1.0	2.5	2.4	0.0	8.7	4.7	3.5
AMD1	143.8	117.5	129.7	112.5	127.0	163.0	318.2	107.4	154.1	141.2	163.5
AMDHD1	2.4	2.2	1.2	3.4	5.5	11.5	3.1	3.1	0.0	2.7	1.9
AMDHD2	31.1	40.1	28.7	38.2	51.4	41.5	15.0	30.0	15.5	17.6	16.5
AMFR	110.8	102.4	6.5	10.6	42.5	56.2	56.5	14.5	31.4	41.2	28.1
AMICA1	72.3	94.4	233.6	206.9	375.5	381.8	196.0	436.7	273.2	382.1	312.1
AMMECR1	60.5	52.1	62.4	63.4	59.4	46.9	104.1	61.7	97.3	40.5	56.4
AMMECR1L	27.4	32.0	25.4	15.4	21.1	15.6	29.0	14.1	28.1	14.8	10.6
AMOT	5.1	6.2	8.9	16.2	13.7	3.7	15.2	5.3	5.9	9.4	7.4
AMOTL2	16.4	16.4	15.9	23.0	14.9	2.5	12.1	8.2	3.7	13.5	13.6
AMT	96.4	80.8	92.8	86.1	44.7	35.5	84.1	75.3	66.9	95.1	54.7
AMY1A	15.6	15.0	17.2	15.6	39.2	23.2	36.8	32.2	44.8	44.2	41.7
AMY1B	11.8	10.3	7.8	9.6	10.2	9.9	8.6	14.5	11.0	14.7	10.5
AMY1C	576.6	658.6	616.5	510.1	416.8	673.2	629.5	862.2	652.1	701.2	874.3
AMY2A	13.4	11.1	13.0	22.3	6.9	7.8	14.9	8.5	11.2	16.0	7.3
AMY2B	11.7	8.4	13.7	20.7	3.4	8.3	14.4	11.6	11.6	21.1	11.0
AMZ2	97.2	102.3	141.2	132.0	147.6	177.7	178.4	129.9	159.0	143.4	144.0
ANAPC1	65.2	52.7	43.3	44.8	29.4	36.6	36.0	32.6	38.5	35.2	40.8
ANAPC10	65.8	59.4	84.4	78.6	55.9	79.4	69.5	65.0	64.3	92.9	88.1
ANAPC11	29.7	31.2	54.2	53.6	76.5	51.6	53.7	37.9	45.5	34.3	41.9
ANAPC13	234.7	242.7	238.4	250.7	424.1	482.8	434.3	294.9	396.4	443.2	461.0
ANAPC2	2.0	5.3	7.9	10.2	2.4	1.6	3.3	1.7	7.0	2.6	7.2
ANAPC4	128.0	93.0	104.2	138.7	83.3	83.2	131.9	117.5	113.1	147.4	108.3
ANAPC5	368.2	370.9	531.5	531.4	391.9	336.2	560.0	341.3	466.4	419.2	470.4
ANAPC7	3.8	7.3	1.9	4.9	1.0	16.2	4.4	11.4	7.9	10.9	19.5
ANG	5.4	5.3	23.7	24.6	61.3	44.5	60.0	53.5	53.2	57.9	53.9
ANGEL1	17.6	25.2	28.0	21.8	29.6	25.9	36.3	25.0	29.6	18.7	21.7
ANGEL2	169.9	164.7	199.4	212.3	141.2	120.0	257.7	173.9	233.6	195.2	156.2
ANGPT1	107.1	87.5	7.3	8.6	35.9	59.4	28.3	9.5	20.6	7.1	17.5
ANGPTL4	4.5	4.1	1.9	4.3	6.7	5.2	6.3	3.5	8.2	4.9	2.8
ANGPTL6	4.0	7.0	0.0	0.8	3.4	4.3	9.0	4.7	2.1	2.7	8.0
ANK1	278.2	336.4	162.0	133.5	47.4	64.8	32.4	92.1	30.9	29.6	59.2
ANK3	4.0	3.5	3.2	5.7	3.9	1.2	0.8	2.4	4.7	1.7	0.0
ANKDD1A	56.1	37.8	8.6	16.1	31.6	25.6	35.2	48.6	3.2	39.1	12.2
ANKFY1	24.3	21.4	26.4	27.1	27.7	22.9	27.6	42.5	25.4	30.2	24.3
ANKHD1	24.8	16.4	18.5	23.4	4.8	12.2	24.3	24.0	22.1	22.2	15.8
ANKHD1-EIF4EBP3	12.4	3.1	3.3	2.8	2.9	5.4	12.1	29.4	6.1	7.7	6.3
ANKIB1	67.3	48.5	67.1	85.8	79.9	75.1	173.5	72.5	103.3	93.1	81.5
ANKLE1	11.1	9.9	18.1	13.4	16.3	22.6	11.8	26.5	41.5	10.3	21.1
ANKLE2	86.5	77.0	121.2	140.5	26.0	55.6	56.0	89.4	47.0	57.1	72.5
ANKMY2	58.0	58.4	41.6	35.6	42.4	47.5	72.2	34.1	46.5	49.9	48.7
ANKRA2	75.0	65.8	79.1	85.2	31.8	61.7	77.7	84.8	48.0	118.2	80.6
ANKRD10	32.6	25.1	66.9	78.5	26.0	34.6	57.0	39.3	32.8	39.7	42.5
ANKRD11	82.2	74.5	80.5	90.1	73.1	42.7	86.0	59.9	81.1	70.3	56.5
ANKRD12	52.1	41.8	63.3	90.4	34.2	49.3	81.0	64.6	48.2	111.9	62.1
ANKRD13A	256.5	265.9	376.0	385.4	386.7	385.8	480.9	355.4	368.7	234.0	220.7
ANKRD13C	30.3	28.6	29.8	24.6	18.5	28.2	30.9	17.0	33.9	21.9	23.3
ANKRD13D	10.3	7.1	3.9	1.6	11.7	6.0	12.8	17.4	11.0	23.2	14.9
ANKRD16	10.0	12.6	8.2	10.2	16.4	13.4	16.5	7.7	16.7	14.0	10.7
ANKRD17	30.0	26.9	33.0	35.2	26.6	26.5	52.6	31.4	49.1	34.1	27.9
ANKRD20A1	22.5	17.2	5.4	6.1	9.6	7.6	12.0	8.1	2.7	20.0	8.7
ANKRD22	88.3	79.0	8.2	9.2	139.0	138.1	26.1	23.4	24.2	33.7	7.4
ANKRD23	6.9	4.6	10.9	7.9	1.0	3.0	2.1	3.6	3.3	5.7	1.4
ANKRD26	5.2	5.6	2.2	20.4	6.1	8.2	15.1	4.4	14.0	8.4	6.6
ANKRD27	70.0	67.0	27.2	20.9	23.2	30.4	25.4	20.8	43.5	25.2	61.5
ANKRD28	30.3	31.7	14.8	13.9	12.4	16.3	17.4	6.5	6.5	14.4	12.3
ANKRD30B	1054.0	914.9	583.4	518.4	698.1	318.5	798.9	981.2	932.1	917.2	642.0
ANKRD32	24.4	17.8	17.9	12.9	7.3	8.4	25.4	10.4	13.2	9.0	6.9
ANKRD33	110.9	89.9	66.5	74.3	85.1	57.4	61.2	101.1	105.8	56.5	63.4
ANKRD35	17.1	18.9	5.0	12.2	24.1	16.9	15.9	18.8	12.8	14.2	7.4
ANKRD36B	8.0	9.3	3.4	6.8	4.2	8.4	9.1	19.2	20.5	25.4	7.5
ANKRD37	14.8	18.0	26.3	25.5	46.7	49.9	28.8	14.9	25.1	19.5	29.7
ANKRD39	34.2	31.5	60.6	68.1	72.8	39.8	38.4	42.8	40.9	41.6	60.7
ANKRD40	29.8	25.5	24.9	34.0	23.1	32.5	24.1	28.7	23.4	25.4	27.7
ANKRD41	41.5	43.7	68.0	74.5	38.6	38.9	46.0	68.4	73.9	30.4	39.8
ANKRD44	15.8	15.3	7.6	3.5	14.1	4.7	15.6	15.9	16.0	25.1	10.5
ANKRD46	14.7	16.8	19.4	22.3	12.0	20.8	40.2	19.9	37.4	28.8	25.2
ANKRD49	100.2	85.9	102.7	122.7	52.0	67.6	208.6	89.1	122.7	182.0	124.9
ANKRD50	29.0	19.9	4.7	10.5	11.2	5.8	32.6	20.1	15.7	16.8	25.7
ANKRD52	0.5	9.2	8.6	2.7	6.9	8.9	11.3	17.3	13.9	8.4	1.3
ANKRD54	21.8	16.6	16.7	19.1	31.9	23.5	16.9	52.5	39.9	21.4	33.0
ANKRD55	0.0	0.0	15.5	26.7	2.8	7.6	6.6	3.3	21.1	22.3	2.7
ANKRD57	2.3	0.0	2.6	15.1	24.9	19.5	28.3	18.2	16.4	21.8	17.6
ANKRD6	4.6	2.5	11.1	11.5	8.7	7.8	9.6	9.8	10.7	6.7	8.5
ANKRD9	1266.5	1164.6	417.4	424.4	175.2	188.7	97.7	121.7	93.2	74.8	75.7
ANKS1A	60.7	57.7	54.6	53.8	60.1	55.0	89.9	67.1	91.2	54.3	39.8
ANKS3	6.4	4.6	10.2	0.0	8.5	4.6	0.0	1.8	6.4	5.6	15.7
ANKZF1	31.5	36.1	40.4	32.9	9.3	9.8	16.5	31.7	17.1	23.6	19.2
ANLN	22.0	16.5	30.7	44.9	9.7	35.7	39.9	34.3	35.9	27.1	32.4
ANO10	16.5	15.7	7.7	3.5	21.4	14.0	16.3	28.3	14.8	9.8	21.9
ANO6	74.5	70.0	52.6	58.1	96.0	120.1	98.6	113.7	82.9	86.9	96.3
ANO8	8.5	14.5	34.7	43.8	11.1	6.4	8.8	11.3	2.1	17.4	8.8
ANO9	12.8	16.6	59.6	38.5	11.1	9.9	2.8	19.2	9.7	17.3	21.8
ANP32A	7.2	0.7	14.0	12.2	32.8	24.0	7.2	20.9	3.1	9.1	35.6
ANP32B	4746.6	4275.7	3504.0	3925.9	3270.9	3283.7	4367.0	2940.0	3078.2	2872.0	2755.0
ANP32E	4.0	0.1	0.8	3.2	5.9	0.3	7.4	7.1	8.7	4.0	3.6
ANPEP	124.9	160.3	37.9	31.2	62.9	56.9	122.8	272.4	131.1	36.2	115.7
ANTXR1	1.9	1.3	2.1	2.9	2.1	0.0	1.6	3.2	1.2	1.9	4.2
ANTXR2	92.6	90.4	113.5	144.9	115.6	118.8	104.8	117.6	149.4	130.0	143.9
ANXA1	1542.5	1437.2	1863.0	2229.1	2940.0	3975.2	2858.3	2310.6	2273.6	1962.5	2412.6
ANXA11	40.0	41.8	43.1	48.6	63.6	37.2	74.3	77.7	76.0	79.8	57.6
ANXA2	240.9	234.3	299.2	291.1	343.5	465.2	726.6	481.4	480.9	569.8	534.9
ANXA2P1	80.9	78.6	123.5	116.4	218.2	141.4	262.2	212.8	256.8	189.6	233.4
ANXA2P2	9049.9	9365.6	7571.2	7589.1	9296.4	7062.6	7512.3	9094.3	9365.6	4909.9	8248.7
ANXA3	59.9	59.7	26.8	38.7	47.5	36.5	36.3	126.9	22.2	106.7	0.3
ANXA4	9.1	9.2	5.3	3.2	4.6	8.9	20.0	5.4	0.0	11.8	11.9
ANXA5	309.4	322.7	296.0	303.3	461.6	605.9	335.6	489.4	386.5	315.6	445.4
ANXA6	12.4	11.8	25.0	24.3	27.0	19.6	21.6	17.4	22.7	22.8	25.7
ANXA7	211.2	208.3	206.0	236.1	137.7	202.7	233.6	159.6	136.9	189.1	172.3
AOAH	39.7	43.2	100.2	120.1	240.3	176.5	71.4	84.1	76.0	87.3	94.9
AOF2	170.5	160.0	135.0	155.5	158.9	142.2	166.6	125.1	168.8	110.1	102.1
AOX2P	3.8	7.7	1.6	10.5	6.6	2.2	9.1	6.5	6.0	7.0	0.0
AP1B1	34.4	41.7	49.5	39.1	57.0	52.3	69.1	42.2	76.4	55.6	32.2
AP1G1	65.2	59.1	21.6	14.5	20.4	48.3	16.5	60.2	10.7	43.4	45.0
AP1G2	50.8	67.5	100.7	90.9	34.2	41.5	52.4	80.2	55.0	66.0	57.4
AP1GBP1	1.5	0.0	1.8	0.8	0.9	2.3	6.0	2.6	8.4	9.3	4.3
AP1M1	175.1	157.7	249.0	302.0	248.1	175.3	269.5	174.5	302.0	243.4	156.6
AP1S1	19.9	14.7	11.4	11.3	23.4	33.0	5.2	25.4	11.9	23.2	31.1
AP1S2	410.8	393.7	550.1	575.3	777.7	817.2	1631.9	884.2	1094.0	1001.4	859.1
AP2A1	25.2	21.6	30.9	24.2	23.5	18.1	4.1	26.3	6.0	6.2	19.6
AP2A2	18.8	17.6	23.1	32.9	10.7	13.9	13.7	19.7	7.7	16.2	16.0
AP2B1	42.5	36.5	30.3	29.0	36.6	34.0	18.6	25.9	25.5	15.4	24.2
AP2M1	206.6	263.1	237.5	201.6	268.1	235.2	137.1	247.1	182.5	102.1	203.5
AP2S1	1348.7	1523.2	1442.4	1483.7	2101.9	1672.5	1204.6	1463.2	1344.0	1043.2	1305.0
AP3B1	162.0	144.4	183.9	203.1	220.1	242.1	405.5	252.9	316.0	236.6	248.6
AP3D1	38.4	36.4	50.7	60.2	26.7	37.0	31.8	39.2	38.5	38.8	26.7
AP3M1	30.0	25.4	34.2	32.5	26.2	28.8	86.9	40.2	55.4	46.1	37.0
AP3M2	71.0	65.9	50.5	49.9	32.9	22.2	40.0	13.7	28.7	36.6	22.1
AP3S1	74.8	88.4	92.4	99.1	58.0	174.3	53.0	127.6	35.7	151.4	166.9
AP3S2	5.4	3.2	1.3	8.4	17.5	6.3	11.8	2.1	4.2	13.7	0.0
AP4B1	156.3	193.4	224.4	238.5	137.7	83.4	268.1	175.5	279.0	179.1	132.8
AP4E1	18.1	25.4	56.3	78.0	36.3	51.5	37.2	55.5	36.8	42.3	32.4
APAF1	15.8	26.3	56.0	58.5	53.1	50.0	50.1	102.0	52.5	81.9	54.5
APBA2	5.3	1.4	7.8	14.4	4.2	0.0	3.8	3.0	13.9	8.7	3.1
APBA3	79.8	79.7	109.4	103.0	65.2	59.4	63.7	67.5	56.9	73.8	47.5
APBB1IP	116.7	126.3	282.0	400.8	245.7	303.8	175.8	453.9	220.4	200.1	309.9
APBB3	125.7	117.9	145.4	143.3	69.5	69.4	95.0	130.2	122.2	181.4	103.0
APCDD1	6.7	0.7	5.8	5.0	3.4	1.0	5.7	7.5	15.6	8.0	0.0
APEH	359.5	388.1	521.9	405.5	388.7	353.4	378.2	345.7	426.6	349.6	321.1
APEX1	438.1	407.9	484.4	495.3	310.3	431.7	516.7	500.7	482.5	503.3	627.5
APEX2	51.3	70.1	84.1	92.9	99.9	107.0	121.7	85.7	111.1	82.5	99.1
APH1A	75.0	75.9	67.9	57.7	143.3	151.3	47.9	140.5	58.1	106.0	181.0
APH1B	61.0	54.6	49.9	41.6	142.1	101.7	114.7	73.3	77.9	62.2	59.7
API5	121.3	109.3	212.5	181.0	103.0	169.1	197.5	156.6	177.4	152.8	168.7
APIP	44.0	37.0	57.0	54.9	64.5	99.2	28.2	66.5	31.6	82.9	104.0
APITD1	10.4	7.7	14.2	9.1	25.2	34.1	27.5	10.8	33.3	20.2	36.7
APLP2	36.3	45.4	69.8	50.8	42.6	69.1	47.2	124.9	78.5	48.3	104.7
APOA1	0.0	3.8	5.4	6.3	7.0	0.5	5.7	0.9	1.7	6.8	8.2
APOA1BP	119.0	130.6	145.9	129.5	249.5	216.3	128.8	152.2	148.1	144.3	160.3
APOB48R	8.1	12.2	22.7	24.6	42.5	33.5	31.0	89.3	55.1	40.6	41.0
APOBEC2	18.9	14.1	3.1	8.1	0.6	4.1	8.9	10.7	8.9	4.0	0.0
APOBEC3A	50.7	55.3	20.4	40.0	283.1	232.7	34.0	64.4	42.6	26.3	11.2
APOBEC3B	17.2	10.9	8.5	7.2	14.8	38.3	5.9	20.9	0.0	20.9	18.8
APOBEC3C	23.8	34.4	24.0	21.1	62.6	39.1	37.0	50.6	69.3	26.6	51.5
APOBEC3D	12.1	11.3	9.2	5.9	17.9	8.4	14.8	28.9	33.8	20.7	16.2
APOBEC3F	20.5	19.5	22.4	23.6	47.7	38.8	20.4	23.9	21.7	31.2	22.7
APOBEC3G	104.1	106.8	87.9	67.3	96.4	169.0	47.7	131.2	54.7	152.8	118.5
APOBEC3H	32.8	36.1	8.8	16.6	30.9	18.3	9.6	7.1	9.2	10.0	4.9
APOC1	216.5	201.1	51.0	57.3	231.5	101.8	124.8	84.1	201.8	53.5	102.8
APOE	72.1	79.7	14.9	15.3	61.7	61.4	29.4	59.2	41.1	11.9	77.2
APOL3	72.5	70.0	34.6	36.5	96.4	99.8	20.7	46.7	30.7	45.6	35.8
APOL6	6.2	1.3	2.9	1.2	1.2	14.3	1.5	7.1	3.0	8.1	7.3
APOM	22.1	19.7	31.3	19.8	32.4	26.9	29.5	23.1	35.0	18.1	15.5
APOO	43.3	51.3	65.1	66.3	62.7	68.2	48.9	55.1	65.7	47.2	72.5
APOOL	12.7	8.2	12.7	3.1	33.4	24.4	9.7	5.5	21.1	9.6	2.8
APP	21.5	17.5	14.2	13.7	15.4	42.7	25.7	30.0	14.6	52.2	64.0
APPBP2	26.6	21.1	55.8	56.6	21.6	25.0	47.3	43.3	45.6	45.2	29.6
APPL1	52.5	48.0	57.8	61.6	60.8	42.1	44.5	51.7	48.4	36.2	48.8
APPL2	136.9	108.6	90.5	92.0	56.1	62.5	86.1	67.1	54.8	71.2	61.5
APRT	155.1	172.9	222.8	203.4	378.6	252.1	98.4	234.6	186.7	215.9	283.5
APTX	27.2	25.5	35.4	36.9	43.9	37.2	38.2	30.4	29.3	36.4	29.1
AQP1	10.3	4.7	8.4	7.7	5.1	9.7	6.2	13.6	5.2	2.1	1.6
AQP12B	34.4	29.2	48.7	44.3	19.7	26.4	18.1	52.5	3.4	32.7	55.6
AQP9	55.3	55.3	103.7	130.0	464.8	584.5	177.1	186.3	160.5	101.1	84.4
AQR	20.7	16.4	27.9	28.2	24.5	21.3	45.6	33.2	40.4	25.2	24.2
ARAF	304.6	258.1	159.4	159.1	142.9	98.6	133.8	124.7	115.9	162.4	71.2
ARAP1	69.9	87.9	76.7	51.3	88.6	87.2	29.5	71.8	41.2	48.7	48.3
ARAP2	16.2	10.3	11.2	13.2	6.8	15.4	5.3	15.4	18.4	12.8	5.4
ARAP3	21.9	20.7	36.9	41.4	67.9	50.5	70.5	79.1	47.0	57.3	22.9
ARCN1	125.6	130.7	81.9	79.4	145.1	193.2	166.0	230.8	187.9	189.5	211.2
ARD1A	118.0	100.5	138.0	156.2	183.3	86.5	84.7	79.1	151.1	116.6	102.9
ARF1	240.8	247.2	225.6	260.1	160.0	224.2	142.6	171.8	139.9	193.9	172.6
ARF3	63.8	80.6	40.9	48.4	77.1	147.3	63.0	143.5	58.2	86.6	99.1
ARF4	681.2	670.1	283.5	269.1	230.1	352.4	355.8	317.4	226.8	251.1	311.7
ARF5	198.2	209.0	287.4	219.8	380.6	424.5	62.1	417.1	152.9	208.7	372.2
ARFGAP1	34.1	38.5	41.4	36.1	38.4	23.6	15.1	31.7	27.8	20.3	13.6
ARFGAP2	127.7	129.6	91.4	116.7	68.3	48.8	81.4	50.4	71.5	71.4	34.1
ARFGAP3	27.1	33.7	60.3	56.3	32.2	58.0	35.9	52.3	55.2	41.2	61.2
ARFGEF1	65.3	64.7	43.0	53.4	25.2	42.0	56.0	66.3	36.3	60.1	40.7
ARFGEF2	5.2	16.5	15.4	11.7	15.8	13.9	17.7	4.3	5.9	6.7	0.0
ARFIP1	14.9	11.0	22.3	25.9	18.8	21.8	25.5	25.8	24.8	24.5	16.5
ARFIP2	5.0	7.2	4.0	2.0	4.3	3.3	0.0	0.0	7.3	3.1	7.9
ARG1	484.7	509.1	304.6	350.8	132.8	117.6	60.4	346.2	89.1	123.7	30.4
ARGLU1	1237.5	1241.6	1216.7	1422.4	533.6	727.8	1432.9	955.3	1025.8	875.0	932.7
ARHGAP1	146.1	143.7	155.3	133.7	250.9	193.3	318.3	236.1	284.5	215.5	215.6
ARHGAP10	29.2	23.9	17.0	29.4	29.4	19.2	33.3	8.0	24.7	18.4	17.7
ARHGAP11A	4.4	2.8	7.4	6.0	0.9	3.4	2.4	3.6	5.4	1.3	3.7
ARHGAP12	10.5	12.0	26.3	27.6	11.3	17.0	28.2	16.0	23.5	20.3	21.8
ARHGAP15	410.7	357.1	482.8	470.4	287.6	433.1	443.7	441.0	340.4	562.1	469.0
ARHGAP17	53.5	52.0	75.7	77.6	72.8	69.9	76.2	74.9	68.1	72.1	65.2
ARHGAP18	6.8	3.7	9.6	5.6	28.5	16.0	8.2	2.3	16.4	3.3	4.1
ARHGAP19	37.0	41.1	139.9	119.7	85.5	97.8	102.6	88.0	103.1	74.9	98.1
ARHGAP21	205.6	215.0	112.5	148.9	230.4	227.9	175.2	78.1	143.5	104.1	99.0
ARHGAP22	64.5	42.4	2.2	8.0	49.0	21.6	19.7	7.2	28.7	13.3	24.4
ARHGAP23	5.1	8.3	12.9	21.9	17.8	17.7	31.1	27.8	26.7	7.0	12.4
ARHGAP24	0.0	0.0	5.2	9.1	10.3	9.7	16.1	18.0	9.8	21.7	11.6
ARHGAP25	30.7	30.4	59.2	51.3	44.5	49.2	50.4	61.0	46.7	99.1	53.7
ARHGAP27	19.5	29.2	39.2	43.5	40.7	39.4	22.7	47.0	31.3	33.9	22.2
ARHGAP30	85.1	88.0	127.7	119.7	153.0	178.8	165.7	301.6	207.3	278.0	247.5
ARHGAP4	682.3	623.4	863.8	708.4	442.3	326.2	436.1	586.3	440.1	637.6	211.9
ARHGAP5	15.4	12.8	15.7	29.9	23.7	16.9	53.8	32.1	67.0	20.2	43.0
ARHGAP9	445.2	408.2	439.0	474.5	342.7	400.4	451.4	635.3	428.0	550.9	505.2
ARHGDIA	379.2	453.0	554.4	502.5	676.7	586.6	351.6	570.7	407.4	290.6	430.8
ARHGDIB	4275.7	3959.2	4429.7	4909.9	5347.6	5334.3	7443.3	4109.8	4605.0	5054.0	3605.8
ARHGEF1	29.9	47.5	94.1	69.7	30.3	69.3	6.0	155.2	21.4	54.2	139.3
ARHGEF10	19.4	18.1	5.8	9.0	7.2	9.5	13.2	13.0	7.6	7.3	2.4
ARHGEF10L	5.8	1.8	3.3	3.3	5.3	1.6	2.9	5.0	4.3	5.7	2.0
ARHGEF11	0.0	7.6	0.6	2.3	8.4	13.4	7.0	10.2	3.7	7.4	8.0
ARHGEF12	58.4	75.1	47.2	53.8	14.6	12.2	11.7	9.4	7.3	7.5	5.3
ARHGEF17	4.8	7.5	3.0	2.6	5.0	2.0	0.7	4.2	3.9	6.2	4.9
ARHGEF18	378.9	400.0	975.5	1108.1	392.8	338.3	693.5	507.4	659.5	616.5	384.8
ARHGEF19	21.9	21.1	18.6	18.5	22.6	11.9	21.9	13.4	14.1	20.8	12.4
ARHGEF2	1559.5	1463.9	847.4	839.7	821.8	634.1	1001.8	875.0	939.4	760.6	699.4
ARHGEF3	254.5	230.3	556.8	617.2	500.3	429.2	480.0	264.3	398.6	337.5	225.0
ARHGEF6	443.7	431.5	591.2	666.2	465.2	423.1	858.3	541.2	606.7	643.7	514.5
ARHGEF7	46.1	46.4	35.7	39.0	22.3	26.0	36.6	27.7	34.2	31.8	27.8
ARHGEF9	2.2	7.8	16.6	10.6	0.7	2.7	8.2	17.6	6.5	6.3	5.4
ARID1A	76.9	74.9	77.1	77.9	46.3	49.3	206.5	93.4	122.5	159.2	109.7
ARID2	25.6	16.5	22.1	19.9	8.2	14.1	28.6	21.5	21.2	16.6	13.0
ARID3A	164.4	248.4	155.5	151.9	155.6	145.5	182.3	322.5	194.5	193.7	178.3
ARID3B	137.6	147.4	64.7	99.9	65.8	38.4	74.2	44.2	50.6	67.1	25.7
ARID4A	24.7	18.8	15.8	11.7	4.3	12.9	19.0	9.6	15.7	19.3	10.2
ARID4B	56.5	35.7	29.3	26.3	30.9	26.0	38.6	48.9	88.0	69.7	30.4
ARID5A	15.3	21.6	11.3	11.2	7.9	13.9	0.1	10.6	4.3	3.2	14.3
ARID5B	37.2	31.3	150.4	130.7	73.0	87.2	113.0	62.6	102.1	91.9	93.5
ARIH1	105.7	72.7	28.0	37.7	36.6	38.1	17.6	24.6	5.5	31.8	35.2
ARIH2	174.6	159.2	187.5	194.9	97.2	78.7	143.0	83.4	135.4	178.4	105.7
ARL1	33.1	32.6	53.1	49.1	60.4	46.4	86.1	38.2	83.8	57.4	63.8
ARL15	6.7	5.1	8.2	11.8	10.9	12.1	4.4	12.9	11.3	8.0	5.1
ARL16	995.0	889.8	464.2	442.9	560.7	245.4	779.9	1027.7	1168.2	1222.9	677.1
ARL17B	9.5	7.0	6.9	5.2	10.2	10.9	12.1	13.2	9.5	10.5	10.0
ARL17P1	3.1	8.5	31.0	15.0	16.9	6.5	10.4	8.1	17.3	11.1	4.4
ARL2	375.5	408.5	270.2	326.4	428.6	290.1	207.0	239.2	257.3	255.4	227.9
ARL2BP	171.2	161.3	265.4	297.0	155.4	222.7	282.1	234.9	207.0	240.1	201.1
ARL4A	407.1	408.4	226.3	191.7	43.5	75.6	39.3	72.0	43.7	42.0	52.2
ARL4C	51.7	56.3	65.4	41.6	66.1	39.8	55.0	39.9	50.5	45.9	50.1
ARL5A	232.1	177.6	177.2	161.8	304.4	258.5	466.6	392.3	336.1	385.3	355.5
ARL5B	21.2	21.9	5.7	11.0	28.5	35.5	8.8	10.0	3.7	4.5	4.9
ARL6IP1	471.5	535.4	592.5	639.5	236.0	482.2	440.1	429.7	329.2	355.3	332.4
