TargetID	MF1.AVG_Signal	MF1-2.AVG_Signal	MF3.AVG_Signal	MF3-2.AVG_Signal	MF6.AVG_Signal	MF6-2.AVG_Signal	A1.AVG_Signal	B1.AVG_Signal	C1.AVG_Signal	D1.AVG_Signal	E1.AVG_Signal
LOC100130990	2.9	5.5	3.2	4.7	0.0	2.0	1.0	1.3	1.2	0.0	1.5
LOC100130992	4.8	6.5	4.6	3.3	0.0	0.7	2.0	0.0	0.5	2.7	1.4
LOC100130996	3.2	3.8	5.4	0.0	0.0	0.0	0.4	3.2	1.3	0.0	1.0
LOC100131001	0.0	0.0	2.5	0.0	0.0	0.0	2.9	9.1	7.2	0.0	0.6
LOC100131003	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.5	0.0	0.0	3.7
LOC100131009	0.5	3.7	2.2	6.0	1.3	3.1	3.1	2.8	2.3	1.7	0.1
LOC100131012	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	1.7	0.0
LOC100131015	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100131017	12.3	9.5	7.3	3.9	6.3	9.4	2.7	12.7	2.6	9.0	16.7
LOC100131031	0.3	4.9	0.1	2.3	1.5	0.8	0.0	0.0	0.0	2.0	0.9
LOC100131039	0.4	0.0	0.0	0.0	0.0	0.0	2.0	0.7	0.0	0.0	0.0
LOC100131044	2.1	0.0	2.3	3.3	5.1	0.0	3.8	0.7	13.9	0.0	0.0
LOC100131046	0.0	7.2	0.0	0.0	0.0	0.0	1.3	0.0	0.5	0.0	1.9
LOC100131049	1.1	0.0	1.3	7.7	0.0	0.0	0.0	0.0	0.7	0.0	0.0
LOC100131060	0.8	3.5	0.0	0.3	0.7	3.1	0.0	0.0	0.3	3.8	0.6
LOC100131061	4.0	18.4	5.7	0.5	0.8	6.5	2.2	3.5	0.8	6.0	3.9
LOC100131064	5.2	0.0	0.0	0.0	0.0	3.2	2.0	2.0	0.0	0.0	0.0
LOC100131071	5.2	7.3	2.2	5.6	1.6	4.0	2.9	1.4	1.6	0.0	1.8
LOC100131076	2.6	2.5	0.0	1.4	0.0	1.5	2.1	5.0	1.1	1.3	3.5
LOC100131081	0.6	2.0	0.1	0.0	0.0	0.4	2.5	2.1	0.0	0.0	1.4
LOC100131085	0.0	0.0	1.4	6.2	0.7	3.2	0.0	0.6	0.1	0.3	3.6
LOC100131088	4.2	0.4	9.1	0.2	5.8	2.0	4.7	3.1	0.0	3.0	0.0
LOC100131091	0.0	1.4	5.6	0.7	2.0	0.3	0.0	2.7	0.0	6.0	0.9
LOC100131093	0.0	1.9	0.0	2.3	0.0	0.0	2.4	0.0	1.9	0.0	1.9
LOC100131094	0.6	1.7	0.7	2.5	5.8	2.4	2.7	2.3	0.0	3.3	0.0
LOC100131096	78.1	76.4	106.9	99.3	78.0	41.7	112.7	99.9	107.9	131.6	55.2
LOC100131098	0.0	0.4	0.7	2.9	1.2	0.0	2.2	0.9	0.4	1.4	0.0
LOC100131104	1.8	0.8	2.1	0.0	0.1	0.0	2.1	2.7	0.9	0.0	0.0
LOC100131107	0.0	0.0	0.0	4.5	0.0	0.0	0.9	0.0	0.0	0.0	2.9
LOC100131109	2.1	0.0	0.0	0.0	0.0	4.3	0.0	0.0	1.6	0.0	0.0
LOC100131112	0.8	0.4	0.8	1.5	0.0	0.4	0.0	5.3	1.9	0.0	0.8
LOC100131124	0.6	0.0	0.4	0.0	0.9	1.8	4.1	0.0	0.7	0.0	0.0
LOC100131128	3.5	3.1	7.3	5.1	5.6	1.3	1.1	2.3	2.4	0.8	4.0
LOC100131131	5.0	1.2	0.0	1.8	0.0	0.0	0.0	0.5	7.4	0.0	0.0
LOC100131132	4.9	0.0	0.0	3.8	2.9	0.0	0.0	2.2	9.0	3.1	2.8
LOC100131138	5.4	1.5	0.0	1.4	0.0	0.0	1.0	0.0	2.8	0.0	4.7
LOC100131139	40.8	37.3	4.6	7.0	21.0	8.7	10.2	2.3	1.4	6.5	6.7
LOC100131149	0.0	0.0	0.2	0.0	1.2	1.2	0.0	0.0	0.0	0.0	0.0
LOC100131154	0.0	0.0	2.0	2.1	0.0	0.5	0.0	1.2	4.4	0.0	0.2
LOC100131160	18.3	9.4	15.5	31.3	49.7	19.1	26.1	22.5	27.4	15.5	37.2
LOC100131164	1464.7	1573.2	1757.8	1631.9	405.4	492.6	503.8	722.4	525.3	389.0	410.4
LOC100131165	0.0	4.1	0.0	2.8	3.3	1.5	2.8	0.0	4.1	3.5	0.1
LOC100131166	7.8	6.2	6.4	12.4	8.3	4.7	10.0	6.6	10.1	6.4	0.0
LOC100131169	4.0	0.0	0.0	1.9	0.0	0.0	0.3	2.4	2.7	1.5	4.6
LOC100131172	0.0	0.5	0.0	2.4	1.2	0.6	0.0	4.6	1.1	0.0	0.5
LOC100131174	3.0	0.0	0.0	0.1	1.1	0.0	0.4	0.0	0.0	0.0	2.8
LOC100131176	4.6	6.3	3.2	4.5	6.3	7.1	5.0	3.2	6.2	6.9	5.5
LOC100131180	1.3	0.4	2.4	0.0	3.0	0.8	0.0	0.0	0.0	0.7	2.4
LOC100131183	0.2	0.0	0.0	1.7	4.4	2.0	0.0	0.0	3.7	0.0	0.0
LOC100131187	23.3	22.7	19.8	22.2	16.0	22.4	7.6	20.8	14.0	34.6	27.9
LOC100131192	3.6	0.0	4.8	4.8	0.8	0.0	0.0	0.0	0.3	3.0	1.6
LOC100131193	0.0	4.2	0.2	0.0	3.3	0.4	3.7	1.9	0.0	1.9	6.1
LOC100131196	3086.5	3414.4	4893.5	5597.0	4893.5	4455.5	4812.5	3959.2	4783.3	4129.4	4070.7
LOC100131199	1.5	2.6	6.7	0.0	1.1	0.9	4.9	2.9	1.4	2.6	4.2
LOC100131203	1.4	0.5	1.6	0.5	6.6	3.4	3.6	4.7	0.0	3.0	5.2
LOC100131205	1474.5	1437.2	2393.3	2097.9	1627.8	1616.8	1698.4	2081.8	2152.6	1822.3	2262.9
LOC100131209	0.6	0.0	1.3	0.0	1.3	4.3	0.0	2.3	0.0	1.0	0.0
LOC100131210	0.0	0.0	0.0	0.0	5.6	0.4	6.4	7.9	18.3	0.9	1.6
LOC100131218	0.0	1.5	0.0	1.1	0.0	3.1	0.0	0.8	0.0	2.3	0.0
LOC100131223	0.2	6.6	2.2	1.5	0.0	0.9	0.0	1.1	1.3	0.0	0.3
LOC100131225	0.1	3.8	3.6	6.7	6.3	0.0	0.7	1.7	0.8	0.0	0.0
LOC100131234	4.6	1.8	0.0	0.0	0.0	4.1	1.5	0.0	0.0	0.0	0.0
LOC100131243	0.0	0.8	0.8	2.1	2.0	1.8	0.0	0.8	1.4	1.8	1.4
LOC100131244	0.0	0.6	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100131247	0.7	0.0	4.5	2.8	0.0	0.0	0.0	0.0	3.1	0.0	0.0
LOC100131250	2.6	0.0	2.9	0.0	0.0	3.9	0.0	0.7	0.0	3.4	0.0
LOC100131251	1.1	2.5	0.0	1.1	0.0	0.0	2.6	0.0	3.3	0.2	0.0
LOC100131253	8.1	0.1	4.4	0.0	4.6	0.0	5.3	0.0	0.0	7.3	0.0
LOC100131254	2.9	0.0	4.5	0.0	0.0	1.1	3.2	0.0	9.9	0.0	7.9
LOC100131256	0.0	6.4	0.0	7.1	0.1	0.5	8.0	20.8	1.2	3.3	0.0
LOC100131257	12.3	6.8	6.4	0.0	1.3	3.1	1.4	3.1	2.5	0.2	1.5
LOC100131261	126.3	138.8	112.5	131.8	116.7	126.0	99.0	89.2	94.6	89.7	94.5
LOC100131265	3.7	7.7	5.5	3.3	3.8	4.6	0.0	2.4	2.8	0.1	6.2
LOC100131266	1.2	0.7	0.0	10.2	4.7	1.5	9.5	2.0	0.0	1.2	1.6
LOC100131271	3.0	1.1	6.3	0.8	0.7	0.2	9.2	5.1	4.5	0.0	3.2
LOC100131275	0.1	0.0	0.0	0.5	0.0	0.0	6.6	1.4	0.0	0.0	3.3
LOC100131276	4.8	2.3	2.7	0.7	0.0	0.0	0.0	6.8	1.2	0.0	0.0
LOC100131277	1.2	1.1	0.9	0.0	2.8	0.4	3.1	0.0	2.8	1.9	2.7
LOC100131283	0.0	3.6	2.4	1.4	0.0	0.0	1.5	1.9	0.5	4.2	0.0
LOC100131289	14.1	15.7	4.3	2.3	6.0	2.2	5.4	2.8	4.0	7.3	10.1
LOC100131293	1.4	0.0	1.6	1.1	2.1	0.0	1.1	1.3	7.7	3.8	5.2
LOC100131294	0.2	3.9	9.5	0.0	0.0	1.8	4.1	4.3	8.5	0.9	2.1
LOC100131301	2.4	0.0	0.0	8.3	0.8	0.0	0.0	0.0	0.0	0.2	0.0
LOC100131303	0.0	0.0	1.7	0.0	4.4	4.1	1.7	0.0	3.2	1.7	0.0
LOC100131308	5.1	1.5	2.6	3.4	6.6	4.3	3.0	0.0	5.3	3.1	0.9
LOC100131311	0.7	0.0	13.0	4.9	6.7	2.7	2.1	1.3	0.5	2.7	0.9
LOC100131315	1.8	0.0	0.0	0.0	0.0	0.0	3.1	0.4	0.0	0.0	0.0
LOC100131316	0.0	0.0	0.0	0.0	1.3	4.7	1.6	4.3	2.4	3.6	0.0
LOC100131320	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	4.2
LOC100131323	8.1	4.4	4.3	6.1	2.1	7.1	2.3	6.1	0.0	11.9	19.8
LOC100131326	0.0	0.0	0.0	0.6	0.0	0.0	1.4	0.0	2.6	0.5	0.9
LOC100131330	6.4	2.9	6.7	7.2	0.0	3.5	4.8	5.8	2.8	3.3	8.0
LOC100131332	1.3	0.0	0.0	4.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100131335	1.6	1.6	0.3	1.5	0.0	0.0	1.4	3.8	0.6	2.1	3.7
LOC100131336	130.2	134.0	99.7	91.0	80.7	100.0	101.9	46.8	51.6	38.7	38.7
LOC100131337	0.0	0.2	3.5	9.1	3.8	2.1	1.8	0.0	0.0	1.8	1.6
LOC100131342	0.0	0.0	0.0	0.0	5.8	0.0	3.0	2.1	0.0	0.0	1.5
LOC100131347	6.7	1.1	0.0	0.0	2.9	4.6	0.0	0.6	7.1	0.0	0.5
LOC100131349	3.1	6.1	8.0	0.1	5.4	6.2	5.4	10.7	5.0	4.3	5.0
LOC100131354	0.0	0.0	0.0	1.4	0.0	1.8	0.0	0.0	0.8	0.0	0.0
LOC100131359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100131360	4.9	0.0	0.0	4.9	6.5	9.5	5.4	2.5	6.9	8.5	7.9
LOC100131364	0.0	0.2	0.0	0.0	1.6	1.9	2.6	0.0	0.0	0.0	0.0
LOC100131368	5.9	7.3	16.4	7.0	9.7	4.2	8.1	14.0	7.4	6.6	0.6
LOC100131372	0.0	1.9	5.0	1.7	5.3	3.7	2.1	0.0	0.2	0.3	0.7
LOC100131373	3.3	0.1	0.0	3.9	0.0	2.1	0.0	0.0	0.6	0.0	1.7
LOC100131381	4.3	8.1	0.0	1.1	3.1	8.0	6.0	4.8	1.9	5.0	6.7
LOC100131384	2.2	2.6	0.0	0.0	0.0	3.1	0.9	1.5	0.2	2.7	2.6
LOC100131387	3346.5	3605.8	5489.6	5684.1	4159.9	4275.7	2564.0	3337.8	2595.4	3259.5	4304.4
LOC100131389	1.2	4.3	4.9	3.4	0.2	3.0	2.6	5.0	2.2	1.3	1.9
LOC100131390	4.5	1.9	4.4	16.1	3.7	1.0	3.4	0.0	5.6	5.5	2.8
LOC100131391	79.0	91.6	75.5	67.6	1.6	2.4	8.4	13.3	0.0	0.7	1.9
LOC100131392	0.0	1.8	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7
LOC100131397	2.6	3.8	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100131401	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.5
LOC100131403	0.3	0.0	4.2	2.9	3.1	2.3	1.7	1.7	1.5	3.1	1.8
LOC100131409	7.3	0.0	1.9	10.5	0.0	3.5	2.6	3.7	4.5	0.0	0.8
LOC100131414	0.0	1.2	0.0	0.0	3.1	0.0	0.0	1.9	8.5	0.0	0.0
LOC100131416	4.7	0.0	0.0	0.0	0.0	0.0	0.4	3.5	1.4	0.0	2.1
LOC100131426	3.5	3.2	0.2	0.0	0.3	2.4	0.0	2.5	5.9	1.3	0.0
LOC100131431	0.0	0.0	1.7	1.8	0.0	0.0	0.0	0.0	3.9	2.7	0.0
LOC100131433	0.0	0.0	1.0	0.0	9.9	0.0	3.4	0.0	2.0	0.0	4.3
LOC100131434	0.0	0.0	2.5	0.0	0.0	0.0	1.0	0.0	0.0	3.7	0.0
LOC100131435	8.1	3.7	0.0	0.0	2.9	2.6	0.8	0.0	0.0	0.0	3.9
LOC100131436	0.7	4.3	1.1	2.8	0.0	5.3	0.6	6.7	0.0	0.7	0.0
LOC100131438	0.0	0.0	4.5	0.0	0.0	0.8	1.0	5.4	5.5	0.0	1.7
LOC100131447	1.8	0.9	0.0	1.8	2.8	2.9	0.0	0.0	0.0	0.0	0.0
LOC100131450	1.6	0.0	0.0	0.0	7.1	0.0	0.4	0.0	0.0	0.0	0.0
LOC100131452	13.8	3.9	1.8	5.0	13.8	1.9	15.5	20.4	18.0	12.1	5.0
LOC100131460	1.9	12.1	4.9	8.3	15.1	7.7	4.2	3.5	10.7	6.5	4.0
LOC100131463	0.0	0.0	6.0	0.0	0.0	1.6	1.1	9.6	0.0	0.0	0.0
LOC100131464	0.0	0.2	0.0	0.0	0.0	0.0	0.6	0.8	1.0	0.2	0.6
LOC100131471	5.2	0.8	0.0	3.8	4.0	5.5	17.3	1.9	0.0	1.5	0.0
LOC100131473	13.7	0.0	6.3	9.3	0.0	1.2	8.0	3.0	5.0	1.6	0.0
LOC100131477	1.1	3.7	1.7	0.0	1.0	0.0	4.2	3.0	8.3	1.0	3.8
LOC100131479	0.0	0.0	0.8	0.0	1.0	0.5	0.0	6.8	3.6	3.5	0.0
LOC100131480	4.4	11.8	1.3	0.0	2.4	2.0	3.6	1.6	6.6	5.0	1.6
LOC100131482	0.3	0.7	2.7	1.3	1.9	0.0	0.6	0.0	2.7	0.0	0.3
LOC100131487	0.0	4.1	1.8	3.1	1.1	0.0	0.0	0.0	3.8	0.0	0.6
LOC100131496	0.3	0.9	0.0	1.7	4.1	0.0	1.1	0.0	3.5	2.7	1.6
LOC100131500	0.5	6.5	4.5	4.4	1.2	1.3	3.0	2.6	0.0	0.8	1.0
LOC100131504	0.1	0.0	0.0	0.0	5.0	0.1	2.5	0.0	1.9	0.0	5.2
LOC100131507	6.2	6.3	1.5	1.1	0.1	0.0	3.8	4.2	1.8	1.0	0.0
LOC100131509	3.1	2.6	0.0	3.7	0.9	0.8	1.8	0.0	1.5	0.0	2.8
LOC100131510	7.1	6.1	5.0	13.2	12.6	7.6	3.5	1.7	5.9	8.7	4.4
LOC100131512	4.8	2.9	0.7	8.5	3.2	2.7	3.9	5.8	7.3	4.0	2.4
LOC100131514	1.8	0.0	0.0	1.4	0.5	0.3	1.3	2.7	0.1	1.1	3.7
LOC100131518	0.0	0.0	4.8	0.0	0.0	0.0	0.0	2.1	0.2	0.0	0.0
LOC100131519	0.0	3.1	0.0	0.0	0.3	1.1	0.0	1.1	2.4	0.0	4.2
LOC100131525	4.4	0.7	0.0	2.8	0.0	4.5	0.0	2.5	0.0	0.0	0.0
LOC100131526	107.3	99.6	144.5	174.5	299.9	124.2	191.7	144.5	226.8	145.7	182.4
LOC100131530	7.3	5.4	5.9	8.8	6.0	5.4	0.0	2.5	0.0	5.5	4.1
LOC100131531	384.1	424.5	473.2	392.0	453.0	537.4	386.1	430.1	413.6	370.8	485.7
LOC100131532	0.0	1.0	0.3	0.0	2.0	1.2	1.9	1.9	1.6	0.6	0.0
LOC100131539	0.5	0.0	0.0	0.0	1.9	0.0	0.0	2.4	5.2	0.0	0.0
LOC100131540	0.0	6.1	6.0	0.7	5.3	0.0	0.5	0.6	0.0	0.0	7.7
LOC100131541	21.1	21.0	15.4	15.9	17.1	6.4	22.3	23.3	27.0	32.3	19.1
LOC100131542	0.8	0.0	3.7	3.4	1.0	2.3	2.0	1.6	8.5	0.5	1.2
LOC100131544	10.2	4.8	0.0	0.0	0.6	0.6	1.0	0.0	2.0	0.0	10.6
LOC100131546	9.0	3.0	1.1	0.0	0.8	1.1	0.0	0.0	1.8	0.0	0.4
LOC100131549	0.3	0.0	0.0	2.4	0.0	0.0	2.7	0.0	0.0	0.0	0.4
LOC100131551	0.3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0
LOC100131552	0.5	7.3	1.6	0.0	3.4	2.3	3.6	5.4	1.5	1.5	0.0
LOC100131554	0.0	7.3	0.0	0.1	12.8	1.8	2.4	1.5	8.5	1.7	7.3
LOC100131556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	0.0
LOC100131565	0.2	0.0	0.1	0.5	0.0	0.0	0.0	0.0	5.9	0.0	0.9
LOC100131572	64.0	50.3	205.6	189.7	160.4	91.8	192.6	219.7	588.5	180.1	479.5
LOC100131573	0.0	0.0	2.6	0.0	3.1	0.0	0.0	0.0	0.0	0.0	0.2
LOC100131575	0.0	0.0	1.2	0.0	0.0	0.8	0.5	0.0	1.2	0.8	0.0
LOC100131578	1.4	3.3	0.0	0.0	3.2	1.8	1.1	5.5	6.8	3.8	2.7
LOC100131579	1.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0
LOC100131580	0.0	0.0	4.8	1.9	2.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100131582	0.4	0.6	1.9	2.8	2.6	1.5	6.9	1.8	6.4	0.0	3.5
LOC100131583	2.2	2.1	0.0	0.0	1.7	0.6	3.2	1.2	0.7	1.1	0.4
LOC100131588	3.1	1.9	0.0	2.9	0.0	0.0	0.0	5.9	0.0	0.0	2.7
LOC100131591	5.0	5.2	0.0	1.1	7.0	1.5	0.0	0.1	2.9	0.0	4.3
LOC100131594	0.0	7.0	0.0	2.8	0.0	0.4	3.2	0.6	0.0	0.0	0.0
LOC100131606	0.0	0.6	3.4	0.4	0.0	1.1	0.0	1.5	0.0	0.2	2.7
LOC100131608	2.7	6.4	2.0	5.2	5.3	2.5	5.8	0.3	2.0	5.6	1.3
LOC100131609	911.2	892.5	465.2	381.9	323.5	1009.1	71.2	1054.8	105.3	1064.2	1204.2
LOC100131610	0.0	3.7	0.0	0.0	0.0	0.0	0.0	0.0	3.2	2.9	0.0
LOC100131621	0.2	9.6	0.0	0.0	2.7	5.9	4.0	0.0	5.9	3.2	5.8
LOC100131622	2.5	6.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0
LOC100131630	0.0	0.0	0.0	1.2	5.3	1.0	6.1	0.0	0.0	0.5	0.0
LOC100131635	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	1.4	0.0	0.0
LOC100131639	1.0	2.1	0.0	0.0	0.0	9.2	2.1	0.7	9.7	2.8	0.0
LOC100131643	4.4	4.9	13.3	3.4	3.4	2.4	4.7	5.1	7.1	3.0	5.4
LOC100131644	8.9	0.0	2.1	0.0	0.0	0.0	1.7	4.6	8.9	5.7	0.0
LOC100131646	9.4	4.0	1.2	0.0	0.0	0.0	10.8	7.7	0.0	0.0	0.0
LOC100131647	0.3	0.0	0.0	0.0	0.0	0.9	0.0	2.7	0.0	0.2	3.7
LOC100131649	0.0	2.0	5.3	0.0	0.0	0.0	0.0	6.2	2.2	2.5	0.0
LOC100131653	0.4	0.0	0.0	0.0	0.0	0.0	0.5	1.2	0.0	0.0	0.0
LOC100131655	12.7	3.1	12.9	11.6	3.8	6.9	6.4	16.2	0.0	10.0	1.9
LOC100131656	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	3.1	0.0	0.0
LOC100131658	4.6	1.3	3.7	3.2	3.2	2.4	0.8	0.6	0.8	5.9	2.3
LOC100131660	1.4	0.0	0.0	1.4	0.0	0.0	5.2	0.0	2.7	2.4	1.6
LOC100131662	3.5	0.0	16.3	25.2	3.4	0.8	6.0	14.5	7.8	21.4	12.4
LOC100131665	0.0	7.1	2.3	1.3	0.0	0.0	0.0	2.5	3.1	0.0	6.8
LOC100131669	0.0	0.4	1.8	3.7	1.6	1.4	2.0	2.6	0.5	0.0	6.7
LOC100131672	137.8	123.0	231.7	245.6	234.4	160.2	251.7	202.3	625.7	266.7	330.4
LOC100131673	0.8	2.0	2.3	0.0	0.4	0.1	0.0	0.6	0.0	2.1	0.8
LOC100131675	2.9	15.1	7.7	11.5	10.9	9.7	6.7	0.0	12.9	3.3	5.8
LOC100131683	6.0	8.5	5.5	6.3	0.0	4.9	6.2	3.6	4.3	2.7	1.5
LOC100131686	2.4	3.5	2.0	0.0	0.2	0.1	1.2	2.1	0.0	3.9	1.4
LOC100131688	0.0	0.0	0.1	1.5	2.1	2.7	0.0	5.3	1.8	1.7	5.1
LOC100131691	2.2	2.1	1.9	3.7	7.9	3.3	0.0	4.3	5.4	0.7	1.9
LOC100131693	0.0	0.0	0.0	0.0	3.4	1.0	0.0	0.2	3.4	0.0	3.5
LOC100131696	0.4	3.8	0.1	0.5	2.4	0.0	2.9	0.0	7.7	0.0	3.8
LOC100131699	6.7	10.4	0.6	1.0	1.9	6.7	3.0	4.3	2.0	5.4	5.8
LOC100131702	4.6	0.0	0.0	3.9	5.0	1.9	0.0	0.0	0.0	0.0	0.0
LOC100131704	0.0	0.0	5.0	4.7	0.0	5.8	1.1	3.7	0.4	2.2	2.0
LOC100131705	2.9	1.0	9.0	3.6	3.9	3.0	1.2	0.0	0.5	3.4	1.6
LOC100131706	0.0	3.9	0.0	0.0	0.0	1.5	1.5	0.0	5.4	0.0	4.0
LOC100131707	0.4	0.3	0.0	2.2	0.0	2.9	0.0	0.5	0.0	8.8	2.1
LOC100131713	1630.7	1697.6	2352.0	2505.4	2270.7	1515.5	2093.3	1575.8	1753.0	1963.9	1682.1
LOC100131716	6.0	0.0	3.6	0.6	7.4	2.9	0.0	0.0	7.0	0.0	5.4
LOC100131718	395.4	358.2	111.8	157.2	358.2	127.9	210.7	401.4	274.9	293.3	351.4
LOC100131721	3.8	0.0	4.9	0.0	3.6	0.0	0.9	0.0	4.4	2.8	2.2
LOC100131722	4.1	6.1	2.8	2.1	6.2	2.5	4.6	4.2	4.2	2.1	1.7
LOC100131726	43.7	42.7	32.1	18.1	6.3	1.7	0.0	0.0	0.0	1.4	0.0
LOC100131727	8.9	0.0	7.7	9.7	8.6	7.7	6.0	1.0	5.2	4.5	4.7
LOC100131733	6.5	6.5	8.4	6.6	6.1	2.9	3.5	0.9	6.1	0.4	0.0
LOC100131734	0.0	0.7	2.4	0.0	0.0	1.5	5.4	0.2	3.5	2.8	0.0
LOC100131735	165.1	184.5	206.6	194.0	118.3	217.4	47.2	184.1	62.3	188.4	225.2
LOC100131737	4.5	10.6	14.4	5.2	7.7	16.0	4.5	28.5	7.0	9.6	25.0
LOC100131738	2.7	3.4	0.3	0.0	0.0	0.0	0.0	2.5	5.1	0.0	0.0
LOC100131742	0.0	0.4	5.8	2.8	5.6	5.9	0.0	3.1	2.3	4.8	0.0
LOC100131744	10.9	23.7	13.5	9.2	9.1	5.6	0.6	2.3	2.7	7.5	4.0
LOC100131746	1.5	3.8	0.0	0.0	0.0	0.0	0.4	0.3	1.7	0.0	0.0
LOC100131755	3.9	0.3	0.0	0.0	3.2	4.3	2.2	1.5	0.0	4.6	0.0
LOC100131756	2.5	3.7	2.0	1.0	1.0	0.0	0.0	1.3	2.4	0.0	0.0
LOC100131760	0.0	2.1	0.0	1.5	0.0	0.0	1.7	0.4	0.0	0.0	1.6
LOC100131765	0.0	0.4	1.6	2.0	1.6	1.4	0.0	0.5	3.6	2.5	2.6
LOC100131767	9.4	13.1	12.8	10.4	10.2	4.3	15.4	0.0	10.4	6.6	7.8
LOC100131768	1.0	5.0	20.1	17.5	0.0	8.3	11.4	10.0	16.2	13.2	1.9
LOC100131769	0.0	0.0	6.2	0.0	2.7	0.0	2.5	1.8	12.2	3.6	0.0
LOC100131774	0.0	7.0	0.4	4.0	2.8	3.1	4.4	0.0	3.0	1.3	0.0
LOC100131778	0.0	0.0	0.0	1.0	1.8	0.0	0.0	0.0	0.0	1.4	0.0
LOC100131780	0.0	0.0	0.0	5.1	5.0	0.0	0.0	0.0	0.7	1.0	0.0
LOC100131783	1.4	0.0	0.0	0.0	0.3	0.0	5.9	0.6	0.0	1.5	0.0
LOC100131785	231.3	266.3	214.5	217.1	453.7	270.6	260.0	264.2	268.5	184.1	260.8
LOC100131786	13.9	15.5	10.7	1.5	15.9	3.2	17.7	5.1	30.4	15.2	5.5
LOC100131787	188.8	238.0	448.7	647.5	471.2	249.6	297.8	313.0	530.9	249.7	418.3
LOC100131792	0.0	0.0	0.0	0.8	0.6	0.0	0.0	0.6	0.0	1.3	0.0
LOC100131794	0.0	0.0	1.7	2.3	0.4	0.9	1.1	0.8	0.2	2.7	0.0
LOC100131801	1133.6	1233.2	1360.6	1516.2	1412.6	1318.4	865.3	1167.0	1010.9	907.6	1183.1
LOC100131808	3.2	0.0	4.7	0.0	0.0	0.0	0.0	1.5	0.0	1.4	0.0
LOC100131810	3.1	7.0	4.2	0.1	0.2	5.6	5.8	7.1	0.8	1.4	4.8
LOC100131811	1.4	4.4	5.6	1.2	0.0	1.8	0.0	1.3	8.1	1.1	3.2
LOC100131817	0.0	3.2	0.0	0.0	1.8	0.6	0.0	8.1	5.7	2.9	0.0
LOC100131818	0.0	0.0	0.6	0.0	0.8	0.0	0.0	5.6	1.9	0.0	3.8
LOC100131820	0.0	0.0	0.0	0.0	0.6	0.0	0.0	5.2	1.2	0.0	3.0
LOC100131825	0.0	3.7	6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.9
LOC100131830	1.9	0.0	1.9	0.0	0.0	0.4	0.0	1.6	0.0	0.0	0.0
LOC100131831	10.4	1.2	7.6	2.7	10.1	7.5	5.6	10.1	3.1	4.9	9.8
LOC100131835	53.3	39.8	7.7	14.3	29.5	8.6	19.3	21.8	20.3	24.1	4.9
LOC100131836	1.3	0.0	0.0	6.5	0.0	0.0	10.5	0.0	0.0	0.0	0.0
LOC100131844	1.0	0.0	0.0	0.1	1.5	0.0	6.1	0.0	2.2	0.0	0.0
LOC100131845	3.8	1.0	2.4	0.8	0.2	9.2	0.1	23.0	0.6	5.4	0.0
LOC100131850	10.5	7.9	16.3	2.6	7.1	3.7	9.4	1.5	7.1	7.8	10.0
LOC100131851	0.0	0.0	3.5	0.0	4.1	1.8	0.0	2.1	5.9	1.3	0.0
LOC100131856	10.6	1.2	14.7	8.3	12.3	4.4	8.9	1.6	10.6	5.4	11.8
LOC100131857	2.8	0.0	0.0	4.0	0.0	0.0	1.7	1.4	0.3	2.2	0.0
LOC100131859	26.1	26.8	25.0	24.6	69.5	50.0	32.4	42.9	51.9	34.8	42.7
LOC100131864	0.9	0.0	0.0	0.0	1.6	0.0	0.0	6.6	2.5	0.0	2.3
LOC100131866	59.6	62.6	87.9	102.0	98.7	64.0	71.7	75.0	80.0	103.9	125.7
LOC100131867	1.8	1.5	3.9	1.6	0.0	0.0	3.9	4.0	2.3	0.0	0.4
LOC100131868	0.0	1.5	0.0	0.0	0.0	3.8	1.7	2.0	2.6	0.0	0.0
LOC100131871	4.7	3.4	0.0	0.5	0.9	0.0	1.9	0.0	1.4	0.0	2.0
LOC100131875	0.0	0.0	4.1	5.7	1.2	2.5	0.8	0.0	1.8	0.0	0.0
